,label,tweet_text
1074,other_useful_information,"USGS reports a M0.9 earthquake 1km NNW of The Geysers, California on 8/27/14  102237 UTC "
1075,infrastructure_and_utilities_damage, Eater Napa earthquake may cost vineyards and restaurants over $1B 
1076,other_useful_information, BBCNewsUS Clean-up begins in Californias San Francisco Bay area after Sundays 6.0 magnitude quake 
1077,other_useful_information, WSJ Images from Northern California where a powerful earthquake struck Sunday morning. 
1078,other_useful_information,BIBLE_2ndComing can a adventist preacher explain California earthquake with signs of the coming of Christ?
1079,infrastructure_and_utilities_damage, CBSEveningNews The San Francisco Bay area starts accessing damage that could reach $1B after a 6.0 magnitude earthquake 
1080,infrastructure_and_utilities_damage,Napa earthquake a big blow to California wine industry - The Oregonian - 
1081,other_useful_information,"Northern California Picks Up Pieces Following Strongest Quake in 25 Years NAPA, California Ã¢â¬â In the heart of... "
1082,other_useful_information," earthquakesLA A 2.6 magnitude earthquake occurred 2.49mi SE of San Fernando, California. Details "
1083,injured_or_dead_people,"Earthquake Hit Heart Of Sonoma County, Napa Valley Wineries In Northern California, Dozens Injured, HighlightÃ¢â¬Â¦ "
1084,other_useful_information, TXEmergencyPrep [Emergency Mgmt
1085,other_useful_information,"""hendrywine Another view of the damage. Mike and Molly Zinfandel hit hard. napaquake "
1086,other_useful_information, MRDIRK49 WeÃ¢â¬â¢re Watching LetÃ¢â¬â¢s See Who Blames The California Quake On Climate Change  
1087,infrastructure_and_utilities_damage, EvanWagstaff Napa authorities use RC copter to inspect damaged building napaquake 
1088,donation_needs_or_offers_or_volunteering_services,How about buying ONLY NAPA wines To help those in trouble from the earthquake last night.
1089,injured_or_dead_people,CNN  6.1 Quake In Bay Area MSNBC Over 100 Injured In Quake FOX L U C I F E R   H A S  A W O K E N BBC m8
1090,other_useful_information,Strong California quake shakes famed wine country 
1091,infrastructure_and_utilities_damage,Winners in Napa earthquake bricklayers SF News 
1092,other_useful_information,[Enmanuel Ã¢â¢Â¥ Arisl 
1093,caution_and_advice,[BrandySolamente
1094,other_useful_information, ABC7NY EWN AT 6 Northern California was rattled by the biggest earthquake in 25 years. WeÃ¢â¬â¢ll have LIVE report from Napa 
1095,not_related_or_irrelevant, janinebucks ÃÂ¦ 
1096,caution_and_advice, nbcbayarea BREAKING California Gov. Jerry Brown has declared a state of emergency following 6.1-magnitude earthquake napaquake...
1097,other_useful_information, USATODAY Sundays California quake is the strongest non-Alaska temblor to hit the U.S. so far this year. 
1098,other_useful_information, vickydnguyen Meadowbrook Lane in Napa-- skaters finding upside to quake damage. Photo from nbcbayarea photog Jeremy Carroll 
1099,other_useful_information,Napa Valley quake wonÃ¢â¬â¢t spike price of California wine. 
1100,other_useful_information,M6.0 Earthquake is California Bay AreaÃ¢â¬â¢s Strongest Since Loma Prieta 
1101,other_useful_information,Inspector Wants CaliforniaÃ¢â¬â¢s Last Nuclear Plant Shut Down over EarthquakeÃÂ Concerns 
1102,caution_and_advice,Napa earthquake hastens California calls for early warning system Dianne Feinstein joins renewed calls for qu... 
1103,injured_or_dead_people,US California Wine Country Earthquake Injures Dozens... 
1104,other_useful_information, earththreats Earthquake rocks northern California 
1105,infrastructure_and_utilities_damage,"Missing Hiker 6.0 earthquake jolts San Francisco Bay Area early Sunday, damage reported in ... - Bucks Local ... "
1106,other_useful_information, heyyouapp Alabama USA Birmingham 
1107,injured_or_dead_people,"Northern California Hit By Strongest Earthquake In 25 Years, More Than 100 Injuries Reported "
1108,infrastructure_and_utilities_damage, janinebucks ÃÂ¤ USA 
1109,other_useful_information," bigQuakesSF A 6.1 magnitude earthquake occurred 3.73mi WSW of American Canyon, California. Details "
1110,other_useful_information, Scirens Were not whining about the Napa earthquake - just passing along some info on what may have caused it 
1111,other_useful_information, Miss604 MT AlexJamesFitz Napa-- skaters finding upside to quake damage. Photo from nbcbayarea photog Jeremy Carroll 
1112,injured_or_dead_people," StarTribune UPDATE 6.0-magnitude quake in Northern California causes injuries, fires, road closures. "
1113,other_useful_information,"Napa earthquake hastens calls for warning system NAPA, Calif. (AP) Ã¢â¬â The earthquake that jolted... "
1114,not_related_or_irrelevant, bgittleson This photo is very California. napa earthquake 
1115,other_useful_information," WOWFactsOfLife Napa, California was hit this morning with a 6.0 magnitude earthquake, the largest in 25 years. "
1116,injured_or_dead_people, janinebucks USA ÃÂ» NEWS ÃÂ» 
1117,caution_and_advice,Expert urges California nuclear plant closure over earthquake threat Former lead inspector for Diablo Canyon ... 
1118,infrastructure_and_utilities_damage,"(LosDelSonido) This Is What Northern California Looks Like After Quake Cracked streets, homes on fire, and crumbled b...  (Oye_Victor)"
1119,other_useful_information, AmeliaCeja washingtonpost NapaQuake story! Magnitude-6.0 quake rattles California wine country 
1120,other_useful_information,USAHeadlines Cleanup Efforts Underway after Major Earthquake in California 
1121,not_related_or_irrelevant, KUNGfu_Kam1 California is so luckyÃ°Å¸ËÂ© they had a damn earthquake and they been out of school for 2 days Ã°Å¸ËÂ©Ã°Å¸ËÂ©
1122,not_related_or_irrelevant, bgittleson This photo is very California. napa earthquake 
1123,injured_or_dead_people,Hospital More than 200 treated since Napa earthquake 
1124,other_useful_information,Sleep patterns during the Napa earthquake as measured by nearby Jawbone UP devices 
1125,other_useful_information,USAHeadlines Cleanup Efforts Underway after Major Earthquake in California 
1126,injured_or_dead_people,"6.0-magnitude earthquake hits Northern California At least 120 people were injured, six criticall... "
1127,other_useful_information,2 Lessons from the California Earthquake 
1128,other_useful_information,WATCH LIVE ABC7 breaking news coverage of South Napa Earthquake 
1129,infrastructure_and_utilities_damage, AlexSavidge No reports of additional damage to buildings in Napa after 4 aftershocks this AM incl. a 3.9 napaearthquake KTVU 
1130,not_related_or_irrelevant,quake  AlexJamesFitz This is the most California thing 
1131,displaced_people_and_evacuations,"In the aftermath of the South Napa Earthquake that hit northern California this morning, one couple is trying to... "
1132,injured_or_dead_people,UPDATE Hospital officials say a 13-year-old boy was critically injured by a falling chimney in the napaquake
1133,donation_needs_or_offers_or_volunteering_services," AdamSchefter Willie Brown will present $50,000 check Weds from Raiders to Napa Valley Schools to assist in efforts to recover from SunÃ¢â¬Â¦"
1134,other_useful_information,USA ÃÂ» NEWS ÃÂ» HOT NEWS 883 Earthquake Northern California Struck by 6.0 Magnitude Earthquake Earthquake USA news24lhÃ¢â¬Â¦ 
1135,other_useful_information,6.0 earthquake shakes Northern California 
1136,other_useful_information,"Quake M 0.5 - 8km WNW of Cobb, California"
1137,other_useful_information," NewEarthquake Revised (6.0 -&gt; 6.1) 6.1 earthquake, 6km NW of American Canyon, California. Aug 24 0320 at epicenter (51m ago,... "
1138,other_useful_information," weathernetwork UPDATED photos, videos of Mag-6.0 California earthquake (largest in 25 years) "
1139,injured_or_dead_people,(LosDelSonido) Boy Hurt in California Quake I Should Be Dead Boy badly hurt by bricks in California quake says luc...  (IvanBerroa)
1140,other_useful_information, vickydnguyen Meadowbrook Lane in Napa-- skaters finding upside to quake damage. Photo from nbcbayarea photog Jeremy Carroll 
1141,other_useful_information,USAHeadlines Northern California Quake No Way to Know When Next One Will Hit 
1142,other_useful_information, EthanBearman Fascinating tech look at data of earthquake - How did the Napa earthquake affect sleep? 
1143,not_related_or_irrelevant, HistoryInPics Scary Images From The 1989 Earthquake in California 
1144,not_related_or_irrelevant, GabrielleNYC  bgittleson This photo is very California. napa earthquake 
1145,caution_and_advice, BerkeleySeismo What is Earthquake Early Warning all about and how could it have helped in the NapaQuake? 
1146,injured_or_dead_people,The San Francisco Earthquake In Wine Country Injured Dozens Of People 
1147,other_useful_information, nicoleewayne ÃÂ¤ USA 
1148,injured_or_dead_people,Hospital More than 200 treated since Napa earthquake 
1149,caution_and_advice, heyyouapp Mississippi USA Jackson 
1150,other_useful_information,"earthquake M 1.8, Northern California "
1151,other_useful_information, winecountrydog Napa quake PETS -media sez take stray 2 animal shelter on Hartle Ct. we say *dont assume* = stray or lost! sheriff nÃ¢â¬Â¦
1152,other_useful_information, tyleronemo ÃÂ¦ 
1153,other_useful_information,What Fitness Trackers Revealed About The South Napa Earthquake 
1154,caution_and_advice,"Napa earthquake a reminder to be prepared, emergency responders... "
1155,not_related_or_irrelevant, bgittleson This photo is very California. napa earthquake 
1156,other_useful_information,One of the youngest victims of the NapaEarthquake speaks to ABC in Sacramento. He was buried under bricks for an hour before help arrived.
1157,injured_or_dead_people,Hospital More than 200 treated since Napa earthquake        
1158,other_useful_information,N. California Cleaning Up After Strongest Quake in 25 Years - WLS-TV WLS-TVN. California Cleaning Up After St...  
1159,injured_or_dead_people,nowplaying video Watch Nearly 90 Injured in Bay Areas Biggest Quake in... 
1160,injured_or_dead_people,[ FrancisSantana_
1161,other_useful_information,Are you prepared for the next big earthquake to hit Southern California? mapit Watch Eyewitness News  11am ABC7 
1162,other_useful_information,"What Napa Looks Like After the Quake A strong earthquake rocked Northern California early Sunday morning, inj... "
1163,injured_or_dead_people,"Napa damaged, more than 100 hurt in Northern California quake - SFGate "
1164,other_useful_information,This Is What Northern California Looks Like After Earthquake - ABC News 
1165,injured_or_dead_people, MatthewKeysLive Napa law enforcement confirms child critically injured in todays earthquake has been flown to Oakland Childrens HospÃ¢â¬Â¦
1166,not_related_or_irrelevant,Fitness Trackers Quantify SundayÃ¢â¬â¢s Northern California Earthquake Where was the shaking from SundayÃ¢â¬â¢s earthqu... 
1167,donation_needs_or_offers_or_volunteering_services, KatieDowd Help pets find their homes! Napa shelter has pics of pets that were found after the earthquake 
1168,other_useful_information,Jawbone sleep-tracking data shows who was jolted awake by the Napa earthquake 
1169,other_useful_information,"R2Pindex --&gt; Quake M 1.2 - 21km SE of Ridgemark, California Time2014-08-29 071923 UTC2014-08-29... "
1170,infrastructure_and_utilities_damage, sfkale Stark before and after photos show extent of napaquake damage. 
1171,other_useful_information,"Given the price of the area, this isnt a surprise. Napa earthquake could cost insurers $2.1B, cat bonds likely safe "
1172,not_related_or_irrelevant, Logan_Dion Typical CaliforniaÃ¢Ëâ¬Ã¯Â¸Â skating the earthquake fault linesÃ°Å¸Ëâ 
1173,injured_or_dead_people,(Ovii_Starz) Boy Hurt in California Quake I Should Be Dead 
1174,infrastructure_and_utilities_damage,Get an up-close look at the damage caused by the earthquake in California through the eyes of a drone 
1175,donation_needs_or_offers_or_volunteering_services, IBEW IBEW members respond to Napa earthquake 
1176,injured_or_dead_people,Robin_alvarez01 Boy Hurt in California Quake I Should Be Dead Boy badly hurt by bricks in California quake says lucky to be aliv...
1177,sympathy_and_emotional_support, sherehaan My prayers go out to peoples of California earthquake Ã°Å¸âÂ
1178,injured_or_dead_people, News24lHOT USA ÃÂ» NEWS ÃÂ» 
1179,other_useful_information,Powerful Earthquake Rattles Northern California 
1180,other_useful_information,Napa quake a wake-up call for Southern California 
1181,other_useful_information,Jawbone UP data quantifies exactly how much sleep was lost to California earthquake 
1182,other_useful_information, Logan_Dion Typical CaliforniaÃ¢Ëâ¬Ã¯Â¸Â skating the earthquake fault linesÃ°Å¸Ëâ 
1183,other_useful_information,Northern California Quake No Way to Know When Next O... 
1184,infrastructure_and_utilities_damage,"Believe it or not, but the 6.0 earthquake in California did some damage at wineries all across Napa. via nytimes "
1185,infrastructure_and_utilities_damage, FidelRabbit 6.0 quake last night &amp; hit hardest w/most damage was wholefoods Napa. That was the bunnies UR gonna kill thumping at the Ã¢â¬Â¦
1186,other_useful_information, latimes Interactive map See where this mornings quake hit the Bay Area and where it caused damage 
1187,other_useful_information, CE_TEAM What Caused CaliforniaÃ¢â¬â¢s Napa Valley Earthquake? Faults Explained 
1188,other_useful_information,QUAKE HITS CALIFORNIA State of emergency issued as officials weigh damage 
1189,not_related_or_irrelevant, Revelation1217 The California Earthquake Is Just A Preview Of What Is Coming   
1190,injured_or_dead_people,Boy hurt in California quake I should be dead 
1191,not_related_or_irrelevant, vickydnguyen Meadowbrook Lane in Napa-- skaters finding upside to quake damage. Photo from nbcbayarea photog Jeremy Carroll 
1192,infrastructure_and_utilities_damage,"Countless businesses, wineries and restaurants have incurred damages as a result of a 6.1 Magnitude earthquake near Napa, California"
1193,injured_or_dead_people,3 people critically injured after California quake 
1194,infrastructure_and_utilities_damage,Napa 6.0 Earthquake Caused Significant Damage in County USGS Cleanup efforts were underway in the Bay Area... 
1195,donation_needs_or_offers_or_volunteering_services," NapaCoRedCross There is also a shelter open in Vallejo for those needing a place to stay Florence Douglas Center- 333 Amador St, VallÃ¢â¬Â¦"
1196,other_useful_information," earthquakesSF A 3.2 magnitude earthquake occurred 4.35mi SW of Napa, California. Details "
1197,infrastructure_and_utilities_damage, nationalpost Expensive wine seeping across cellar floors shows Napa Valley was biggest loser in California quake 
1198,other_useful_information,Seven Common Earthquake Myths Exposed | NBC Southern California 
1199,infrastructure_and_utilities_damage,( Cero ) Full Episode  World News 8/24 Earthquake Damage in Napa Quake leaves thousands without ... 
1200,other_useful_information,"USGS reports a M1.65 earthquake 4km SW of Fontana, California on 8/26/14  204741 UTC "
1201,other_useful_information,This could be the future of earthquake warnings in California 
1202,injured_or_dead_people, janinebucks ÃÂ¤ USA 
1203,infrastructure_and_utilities_damage, CNNVideo A strong earthquake rattled Californias wine country and damaged historic buildings 
1204,injured_or_dead_people,"Quake rocks California wine country, dozens injured NAPA Calif. (Reuters) - A 6.0 magnitude earthquake rocked wine country north of ..."
1205,injured_or_dead_people," marstu67 South Napa Quake in N CA causes substantial damage, injuries "
1206,injured_or_dead_people,Dozens hurt in California wine country after magnitude 6.0 quake 
1207,sympathy_and_emotional_support, laurendubinsky hoping the best for those affected by the napa earthquake Ã°Å¸Ëâ have to shoutout the latimes for ending with this line htÃ¢â¬Â¦
1208,sympathy_and_emotional_support,smpfilms An earthquake hit California. Hope your family is alright.
1209,other_useful_information, tyleronemo CAN ÃÂ» NEWS ÃÂ» 
1210,other_useful_information, ForbesTech Jawbone data shows how Northern Californias earthquake impacted peoples sleep 
1211,other_useful_information,"Everyone is asking me how my first California earthquake experience was this weekend.... Whelp, I slept right through it!! Ã°Å¸ËÂ´"
1212,injured_or_dead_people, vegasnewsnow Quake in Californias wine country injures dozens 
1213,other_useful_information,Napa quake a wake-up call for Southern California - Los Angeles Times NewsweekNapa quake a wake-up call for S... 
1214,other_useful_information,"Tech Upgrades Helped PG&amp;E Respond Quickly After Napa, Calif., Earthquake  "
1215,not_related_or_irrelevant, mashable YouTube video shows aerial view of post-earthquake damage in Napa -
1216,caution_and_advice,"Early earthquake warning system helped in Napa, but could be more widespread "
1217,injured_or_dead_people,"BREAKING California wine country rocked by 6.0 quake, dozens hurt - Reuters ReutersCalifo... "
1218,other_useful_information,Birds-Eye View NapaQuake damage as seen from drone above 
1219,other_useful_information," benpopper The quantified quake - Jawbone Up data shows exactly where and when Napa earthquake woke people up, or didnt "
1220,other_useful_information, pwaldieGLOBE Second earthquake of the day First California now a magnitude 7.0 earthquake strikes southern Peru
1221,injured_or_dead_people, SkyNews Clean-Up After California Quake Injures 130 
1222,other_useful_information,New Post 6.1 Earthquake Hits Northern California; InfinIT Consulting Shrugs 
1223,other_useful_information, CaptTouchback BREAKING Scientists confirm California quake attributed to vegan hot dogs being served at LevisStadium. 49ers
1224,other_useful_information,Napa earthquake shocks IndyCar visitors 
1225,other_useful_information, ginalimp ÃÂ¦ 
1226,not_related_or_irrelevant," AbuKhalidAK America wages war against the Muslims, Allah shakes the earth beneath the Americans, in Wine Country, California.   EartÃ¢â¬Â¦"
1227,other_useful_information,Worst earthquake in 25 years rocks California 
1228,sympathy_and_emotional_support, janellejourno Thankful I wasnt at my desk when the napaquake hit. View of NapaRegister newsroom. Thoughts to everyone affected. httÃ¢â¬Â¦
1229,other_useful_information,LosAngeles News By the Numbers Napa Earthquakes Impact The strongest earthquake in 25 years shook Norther... 
1230,sympathy_and_emotional_support,How the Napa earthquake affected sleep in Northern California - 
1231,infrastructure_and_utilities_damage,"wearethepeople Napa earthquake Power mostly restored, schools closed - San Jose Mercury News "
1232,other_useful_information,Are earthquakes on the rise? Is Californias Big One coming? 
1233,other_useful_information,6.2 earthquake with two aftershocks sui far in California. Happy honeymooning dad and krista ;)
1234,other_useful_information," earthquakesLA A 2.6 magnitude earthquake occurred 2.49mi SE of San Fernando, California. Details "
1235,other_useful_information, Jawbone See how many Bay Area sleepers woke up from the Napa earthquake. 
1236,other_useful_information,"Day after Napa earthquake, region takes stock, cleans up Ã¢â¬âÃÂ SFGate "
1237,injured_or_dead_people,Ã¢â â USA 
1238,sympathy_and_emotional_support,"Our thoughts are with the people who were injured/had damage in the earthquake. Being 25 miles away, we felt it. "
1239,not_related_or_irrelevant,EricHasseltine Welcome back. Was wondering if you got stuck in California with the earthquake.
1240,infrastructure_and_utilities_damage, hamletgarcia17 Average earthquake insurance cost california $860 a  month via CNN 
1241,sympathy_and_emotional_support," StPhilipsTucson Please keep those affected by the recent earthquake in Napa, CA, in your prayers. City inspectors have red tagged... hÃ¢â¬Â¦"
1242,donation_needs_or_offers_or_volunteering_services,Check out VinoIndustryhas forum to volunteer to help winemakers &amp; vintners following NapaEarthquake 
1243,caution_and_advice,Napa earthquake hastens calls for warning system 
1244,other_useful_information, _com Economic losses from California earthquake could top $1 billion 
1245,other_useful_information, verge The Napa earthquake woke this many Jawbone Up wearers 
1246,caution_and_advice,not safe SavedYouAClick How safe are rising S.F. towers in wake of Napa earthquake? 
1247,infrastructure_and_utilities_damage,News Wasted Napa Wineries Soaked in Losses After Quake Winemakers in Californias storied Napa Valley ... 
1248,other_useful_information, janinebucks Colorado USA Fort Collins ÃÂ» 
1249,other_useful_information, verge The Napa earthquake woke this many Jawbone Up wearers 
1250,other_useful_information,A Look at Earthquakes Impact on California Region A look at strong earthquakes impact to Northern Californi... 
1251,other_useful_information, ginalimp ÃÂ¦ 
1252,infrastructure_and_utilities_damage,"Earthquake Damage to Popular Napa, California, Tourist Destination "
1253,sympathy_and_emotional_support,"BereghostGames thank god u left California, they had an earthquake"
1254,injured_or_dead_people,"The Latest on Damaging Earthquake in California The latest from AP reporters on scene after California earthquake causes damage, injuries"
1255,donation_needs_or_offers_or_volunteering_services, abc7newsBayArea San Francisco Mayor Ed Lee toured quake damage in Napa this morning and offered help 
1256,caution_and_advice,5 Things to Know About Earthquake Faults 5 things to know about earthquake faults in California 
1257,other_useful_information," tim The Napa earthquake woke up 93% of locals and more than half of San Francisco, according to data from Jawbone  "
1258,not_related_or_irrelevant, bgittleson This photo is very California. napa earthquake 
1259,infrastructure_and_utilities_damage, Alex_Dicko_ California skaters turn quake-damaged roads into playland  
1260,other_useful_information,What is that gonna do? Should be 10hrs  verge Californias early warning system beat Napa earthquake by 10 seconds 
1261,other_useful_information," _DavidDrake California earthquake the strongest in 25 years. Problems for some, others see opportunities "
1262,infrastructure_and_utilities_damage,Napa earthquake damage Wine tanks leaking 
1263,sympathy_and_emotional_support, robinannberry Prayers for all in napaquake!
1264,other_useful_information,Jawbone Looks At UP Data To See How Many Were Woken Up By The Napa Earthquake 
1265,other_useful_information,RossStein with USGS interview discussing napaquake earthquake California KSFO560 
1266,other_useful_information," EcoWatch Earthquake, Drought and Wildfires Ravage California "
1267,infrastructure_and_utilities_damage,Local officials estimated Monday that Napa Valley suffered $1 billion in property damage from Sundays earthquake. 
1268,infrastructure_and_utilities_damage,Damage From Northern California Earthquake Could Reach $1 Billion 
1269,other_useful_information,God Sends Earthquake Because California Ship WorkÃ¢â¬Â¦ 
1270,other_useful_information,Napa earthquake of 2014 - Vox 
1271,other_useful_information,A baby was born just seconds before that huge earthquake in California. At the LiveDesk w/his picture and a very fitting possible name
1272,other_useful_information,Napa earthquake Drone video offers birds-eye view of damage - Los Angeles Times 
1273,other_useful_information," earthquakesSF A 1.6 magnitude earthquake occurred 3.73mi SW of Napa, California. Details "
1274,injured_or_dead_people, News24lHOT Ã¢â â USA 
1275,other_useful_information,California Governor Declares State of Emergency After Earthquake Northern California reacts to the largest ea... 
1276,other_useful_information,"Organic farmer friend 40 mi. from CA earthquake epicenter says hes okay, no damage done. Told you that stuff was healthy!"
1277,other_useful_information, CBSSF Hijacked napaquake hashtag turns up images of Islamic  militant slogans &amp; dead U.S. soldiers 
1278,sympathy_and_emotional_support," FoodieAffair Note to Napa Be safe all! Help each other. Share candles, flashlights, food, wine, water &amp; kindness...love to all!!!Ã¢â¬Â¦"
1279,other_useful_information,"Bay Area residents spring into earthquake preparedness mode following quake After the Napa earthquake, many... "
1280,other_useful_information,finance financenews Strong California quake shakes famed wine country Ã¢â¬â The Seattle Times 
1281,other_useful_information,"Was quake the one before the Big One? Californias quake wasnt a sign that the dreaded ""Big One"" is on the... "
1282,other_useful_information,Jawbone UP Data Shows How Many Woke Up During the Napa Earthquake The 6.0-magnitude earth... 
1283,other_useful_information,Napa earthquake Power restored to thousands; cleanup continues - Los Angeles Times
1284,other_useful_information,The Napa earthquake woke this many Jawbone Up wearers &gt;&gt; 
1285,infrastructure_and_utilities_damage," SebastianiWines Pretty severe tank damage &amp; significant amount of wine loss, but were feeling fortunate everyone is safe napaquake Ã¢â¬Â¦"
1286,caution_and_advice," NapaCoRedCross If you smell gas, shut it off and evacuate. Call PGE4Me at 1-800-743-5002. DonÃ¢â¬â¢t turn it back on without their help. Ã¢â¬Â¦"
1287,other_useful_information, WSJ Images from Northern California where a powerful earthquake struck Sunday morning. 
1288,infrastructure_and_utilities_damage,This Is What Northern California Looks Like After Quake 
1289,not_related_or_irrelevant,Jawbone UP Data Shows How Many Woke Up During the Napa Earthquake 
1290,injured_or_dead_people, nicoleewayne ÃÂ¦ 
1291,other_useful_information, CityofNapa 9am Aug 25 status report on the South Napa Earthquake has been posted at 
1292,other_useful_information,The 10 most expensive U.S. earthquakes Damage from the earthquake that jolted northern California Sunday morning... 
1293,other_useful_information,USGS Magnitude 6.0 northern California quake is largest to shake Bay Area since 1989 Loma Prieta quake - ABC7 via Breaking FB
1294,other_useful_information, ExpandedP Mysterious lights seen driving Napa earthquake not UFOs says scientist (Video) 
1295,other_useful_information,"Earthquake in California Napa shaken, Bay Area stirred - The Economist (blog) "
1296,other_useful_information, YubaNet MT usbr YubaNet Have confirmation there was no damage to Monticello Dam. 
1297,other_useful_information, heyyouapp Ã¢â â USA 
1298,other_useful_information,Quake is major test for hard-luck California city (from AP) 
1299,other_useful_information,RafiSwagger Full Episode  GMA 8/24 Northern California Hit By 6.0 Magnitude Earthquake Famous... 
1300,injured_or_dead_people,"USA ÃÂ» NEWS ÃÂ» HOT NEWS 290 earthquake Dozens injured, 6 critically, after strong earthquake in CaliforniaÃ¢â¬Â¦ "
1301,other_useful_information," KPBSnews Largest quake in 25 years hits Bay Area, causing most damage in the Napa wine country. At least 120 go to hospital. "
1302,donation_needs_or_offers_or_volunteering_services,"Willie Brown will present $50,000 check Weds from Raiders to Napa Valley Schools to assist in efforts to recover from Sundays earthquake."
1303,injured_or_dead_people, ginalimp USA ÃÂ» NEWS ÃÂ» 
1304,not_related_or_irrelevant, _theinspiration Meadowbrook Lane in Napa-- skaters finding upside to quake damage. Photo from nbcbayarea photo Jeremy Carroll 
1305,infrastructure_and_utilities_damage, heyyouapp ÃÂ¦ 
1306,other_useful_information,"South Napa Earthquake Woke Up Many, Fitness Trackers Reveal "
1307,other_useful_information," ABC7RobHayes Napa earthquake damage.  Looks bad to most of us, but engineers say retrofitting is working!  Tonight at 6pm ABC7 "
1308,other_useful_information, News24lHOT ÃÂ¤ USA 
1309,donation_needs_or_offers_or_volunteering_services,Salvation Army Responds to the Napa California Earthquake  The Salvation Army 
1310,other_useful_information, ragde__ Ã¢â¬ÅVivianHo Governor just declared a state of emergency for Napa earthquake.Ã¢â¬Â
1311,other_useful_information, ZaRdOz420WPN House candidate JamesHinton FederalReserve must help rebuild Napa-Sonoma-NorthBay c 0% 30-year loans TODAY 
1312,injured_or_dead_people,NAPA EAHQUAKE UPDATE 208 People Injured; 33 Napa BuildingsÃÂ Uninhabitable - Watch KRON 4 Now  (Sent from KRON 4) 
1313,injured_or_dead_people," RobMayeda The latest on damage, injuries and aftershocks as our napaquake coverage continues 8-10p rajmathai JessAguirreNBC "
1314,other_useful_information,Jawbone UP Data Shows How Many Woke Up During the Napa Earthquake 
1315,other_useful_information,California Rattled By Strong Earthquake 
1316,not_related_or_irrelevant," Dick_Florida Will the Earthquake of Things disrupt the earthquake weve all grown accustomed to? As always, California is the pioneer."
1317,other_useful_information,VIDEO California shaken by earthquake 
1318,caution_and_advice, FoxNews WATCH LIVE Authorities give update on response to California earthquake 
1319,other_useful_information," earthquakesLA A 3.3 magnitude earthquake occurred 5.59mi SSW of San Pedro, California. Details "
1320,other_useful_information, WSJ Images from Northern California where a powerful earthquake struck Sunday morning. 
1321,sympathy_and_emotional_support,A true tragedy lagunitas beer napa earthquake alwayssunnyincalifornia 
1322,other_useful_information, tyleronemo ÃÂ¤ CAN 
1323,sympathy_and_emotional_support,All my thoughts and wishes go out to all my friends and family in Napa after the devastating earthquake. napaearthquake missmyson
1324,not_related_or_irrelevant,"US US_News California earthquake environmentalists California Environmentalists Decry Wildfire Plan FRESNO,... "
1325,infrastructure_and_utilities_damage, BrassNucklez Hey TeaParty Wheres the outrage? California plans to WASTE tax-$$$ to repair roads and bridges after the NapaQuake! SÃ¢â¬Â¦
1326,not_related_or_irrelevant, ljstewartiv Napa quake wine damage reaches NC 
1327,other_useful_information," LiveScience South Napa Earthquake Woke Up Many, Fitness Trackers Reveal "
1328,injured_or_dead_people,Boy hurt in California quake I should be dead A 13-year-old boy who was seriously injured by fa... 
1329,other_useful_information,Thousands of Californias brick buildings face quake danger 
1330,other_useful_information,N. California Cleaning Up After Strongest Quake in 25 Years 
1331,injured_or_dead_people,"whatshot news 120 injured, 3 critical after Napa, California quake "
1332,infrastructure_and_utilities_damage,"NyL0.4 N. California Earthquake Damage Could Reach $1B Northern California is cleaning up,... "
1333,sympathy_and_emotional_support,I love California and lived in Sacramento for a period but NAH YO. Im not getting taken out by an earthquake. Im good on all that.
1334,infrastructure_and_utilities_damage, sfchronicle Winemakers evaluate napaquake damage 
1335,infrastructure_and_utilities_damage,"Damage From California Quake Could Top $1 Billion The magnitude-6.0 earthquake damaged buildings, knocked out power to thousands and..."
1336,other_useful_information,Northern California braces for aftershocks after magnitude 6.0 earthquake - Fox News 
1337,missing_trapped_or_found_people,Cant reach my friends in SF. Hope they r okay...  TIME The earthquake in Northern California ... 
1338,other_useful_information,Insurance San Francisco Bay Area assessing damage after large quake Ã¢â¬â CBS News 
1339,infrastructure_and_utilities_damage,Napa Valley earthquake The damage from the earthquake that took place recently in CaliforniaÃ¢â¬â¢s premium wine p... 
1340,donation_needs_or_offers_or_volunteering_services," BairCSN .RAIDERS doing some good in Napa. Donating $50,000 to help area recover from recent earthquake. Good on you, Silver and Black."
1341,caution_and_advice,"R2Pindex --&gt; Quake M 1.4 - 3km S of Wofford Heights, California Time2014-08-27 052444 UTC2014-0... "
1342,other_useful_information, lcooney Ã¢â¬Åsakacc Ã¢â¬ÅAlexJamesFitz This is the most California thing 
1343,other_useful_information, laurencstill Sleep patterns of Jawbone UP wearers during the Napa earthquake 
1344,other_useful_information," scullather ""infodude amazing use of BigData from Jawbone - How the Napa Earthquake Affected Bay Area Sleepers "
1345,injured_or_dead_people,"California earthquake aftermath Buildings destroyed, over 100 injured   California earthquake... "
1346,other_useful_information, daniellemcxs 
1347,injured_or_dead_people, ginalimp Ã¢â â USA 
1348,infrastructure_and_utilities_damage,Lots of damage at California wineries after the Earth quake over the weekend! 
1349,infrastructure_and_utilities_damage,Good story by AmberLeeNews of KTVU on napaearthquake damage to masonry (brick) chimneys 
1350,injured_or_dead_people, heyyouapp USA ÃÂ» NEWS ÃÂ» 
1351,other_useful_information, News24lHOT ÃÂ¤ USA 
1352,other_useful_information, heyyouapp Massachusetts USA Boston ÃÂ» 
